ZIP,s01_bus,s16_bus,s24_bus,s26_bus,n01_bus,n13_bus,n15_bus,n16_bus,n34_bus,n35_bus,n36_bus,n37_bus,emp_cy,indarts_cy,indfood_cy,crmcytotc,hwfu18_o10,hwfu6_o10,medval_cy,avgval_cy,medval_fy,avgval_fy,acsmedval,medhinc_cy,avghinc_cy,pci_cy,mhigrwcyfy,acsavghinc,meddi_cy,avgdi_cy,acstotpop,medvalgrfy,medvalgrcy,havgmeddis,davgmeddis
91932,577.0,58.0,1.0,11.0,577.0,18.0,7.0,3.0,8.0,63.0,1.0,61.0,13087.0,416.0,1159.0,66.0,1955.0,472.0,592626.0,634194.0,663445.0,734027.0,575837.0,61944.0,84679.0,28687.0,4.07,79208.0,52167.0,65217.0,28569.0,0.11950012402404886,0.029155769504617617,1.3670029865203002,1.2501341818739458
92127,592.0,31.0,0.0,20.0,592.0,6.0,1.0,8.0,16.0,32.0,0.0,32.0,6611.0,160.0,159.0,47.0,1874.0,639.0,957366.0,1040747.0,999902.0,1100280.0,908623.0,200001.0,225531.0,67674.0,0.0,206477.0,142331.0,147816.0,14627.0,0.044430192392259184,0.053644851995985135,1.1276437235627643,1.0385296349380322
92130,180.0,14.0,1.0,3.0,180.0,1.0,0.0,7.0,3.0,15.0,1.0,14.0,5482.0,74.0,138.0,65.0,874.0,248.0,1339679.0,1417250.0,1361135.0,1436199.0,1317053.0,200001.0,256122.0,81112.0,0.0,224748.0,150566.0,161266.0,11148.0,0.01601576495879613,0.017179250053528557,1.2805971940280598,1.0710580671727536
92014,637.0,41.0,12.0,20.0,637.0,6.0,1.0,16.0,19.0,53.0,12.0,41.0,3557.0,96.0,70.0,88.0,535.0,118.0,1787004.0,1743126.0,1801895.0,1769824.0,2000001.0,174955.0,248317.0,111862.0,2.71,264330.0,126492.0,153622.0,6908.0,0.008332936953170248,-0.1064983935016065,1.419311141086902,1.2144703659491038
92075,1558.0,79.0,7.0,54.0,1558.0,16.0,4.0,30.0,43.0,88.0,7.0,81.0,5228.0,80.0,421.0,69.0,701.0,191.0,1617605.0,1577321.0,1660207.0,1623020.0,1692262.0,127268.0,193310.0,85218.0,3.65,173168.0,104293.0,127644.0,9244.0,0.02633645028517451,-0.04411666508101873,1.5189087680424926,1.2238863213607687
92007,691.0,33.0,2.0,20.0,691.0,11.0,4.0,9.0,17.0,36.0,2.0,34.0,6855.0,142.0,303.0,47.0,881.0,273.0,1126087.0,1239047.0,1202890.0,1298705.0,1302974.0,135426.0,192772.0,77299.0,2.59,171438.0,106619.0,127168.0,12081.0,0.06820337309339945,-0.13575625011991788,1.423438457619234,1.19272181579441
92024,1669.0,89.0,12.0,51.0,1669.0,18.0,7.0,23.0,36.0,102.0,12.0,90.0,6034.0,168.0,287.0,78.0,759.0,256.0,1204075.0,1286205.0,1274225.0,1343633.0,1249415.0,127433.0,179109.0,72859.0,3.5,165672.0,102998.0,119754.0,10947.0,0.05826044203189832,-0.03628895419940196,1.4055040256132587,1.1626714822474005
92066,8.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,80.0,4.0,5.0,72.0,13.0,1.0,279167.0,372701.0,480000.0,725000.0,332353.0,59569.0,95290.0,39311.0,1.51,97494.0,51550.0,72120.0,200.0,0.7193983551123337,-0.1600281627421364,1.5996306865872083,1.399002929138135
92067,165.0,9.0,1.0,5.0,165.0,1.0,0.0,0.0,4.0,11.0,1.0,9.0,569.0,30.0,14.0,30.0,146.0,13.0,2000001.0,2038150.0,2000001.0,2062394.0,2000001.0,142410.0,216775.0,81215.0,3.05,289121.0,109967.0,138460.0,1490.0,0.0,0.0,1.522178764280849,1.2590935544885784
92029,1762.0,66.0,6.0,18.0,1762.0,17.0,4.0,21.0,20.0,72.0,6.0,66.0,3485.0,93.0,168.0,114.0,466.0,142.0,478099.0,462489.0,540314.0,549556.0,441106.0,75022.0,92554.0,33791.0,3.7,84740.0,58988.0,71845.0,6466.0,0.1301296799832671,0.08386400578544435,1.2336750063313917,1.2179389377680585
92027,719.0,60.0,0.0,17.0,719.0,22.0,4.0,6.0,11.0,61.0,0.0,61.0,15034.0,442.0,1143.0,75.0,2638.0,554.0,449152.0,478523.0,581027.0,652858.0,430616.0,59942.0,81435.0,24865.0,4.89,76681.0,51303.0,64594.0,32458.0,0.2936081914180691,0.0430452118704092,1.3585406135829037,1.2590441291127397
92025,1950.0,118.0,4.0,38.0,1950.0,41.0,8.0,31.0,33.0,123.0,4.0,119.0,13917.0,535.0,1124.0,135.0,2338.0,525.0,520289.0,557618.0,645853.0,718328.0,444978.0,55247.0,74956.0,22439.0,3.11,62806.0,47261.0,58849.0,30691.0,0.24133464029675758,0.16924618914600464,1.3567187952505069,1.2451652490372815
92070,19.0,2.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,111.0,4.0,13.0,52.0,12.0,2.0,667683.0,811446.0,777778.0,1005312.0,487500.0,60415.0,103736.0,46917.0,4.42,100780.0,52009.0,75247.0,130.0,0.1648908765224268,0.3696053956812396,1.7170286016949152,1.4467794654874062
92026,864.0,66.0,5.0,15.0,864.0,26.0,7.0,12.0,9.0,72.0,5.0,67.0,16290.0,505.0,1169.0,90.0,2750.0,641.0,450967.0,487301.0,567687.0,645753.0,430242.0,56508.0,76160.0,24323.0,5.03,65259.0,48507.0,59960.0,37121.0,0.2588210249951216,0.04817045251172012,1.3477499159425932,1.236084769522553
92069,629.0,38.0,1.0,19.0,629.0,6.0,2.0,6.0,10.0,40.0,1.0,39.0,7422.0,211.0,580.0,50.0,1113.0,223.0,586055.0,627939.0,642264.0,728797.0,521602.0,88454.0,112360.0,40118.0,2.74,95302.0,71756.0,84360.0,15841.0,0.09591062970091595,0.12356715739748429,1.2702504098128993,1.1756344328776287
92009,357.0,21.0,2.0,9.0,357.0,7.0,1.0,5.0,7.0,23.0,2.0,21.0,6808.0,237.0,415.0,43.0,1325.0,252.0,916202.0,993362.0,938607.0,1032440.0,982677.0,155925.0,204929.0,75709.0,1.98,186556.0,114935.0,135674.0,12289.0,0.024454187554504844,-0.0676467774794999,1.3142708720803458,1.1804308484721933
92078,1411.0,103.0,2.0,31.0,1411.0,24.0,7.0,10.0,23.0,108.0,2.0,106.0,6099.0,149.0,445.0,79.0,855.0,203.0,330702.0,382932.0,451242.0,576409.0,332982.0,56899.0,83307.0,28969.0,6.4,73216.0,48810.0,63996.0,14853.0,0.3644962398284866,-0.006847196403419994,1.4640949033391915,1.3110979082583845
92011,756.0,30.0,8.0,21.0,756.0,8.0,4.0,5.0,15.0,39.0,8.0,32.0,6309.0,114.0,307.0,94.0,1192.0,312.0,922137.0,984887.0,962045.0,1026633.0,919913.0,134505.0,183415.0,74631.0,2.67,165504.0,107373.0,125229.0,12881.0,0.04327768728758602,0.0024176172990083857,1.3636194667895856,1.166287928176281
92081,1011.0,37.0,2.0,20.0,1011.0,14.0,2.0,11.0,16.0,40.0,2.0,39.0,3422.0,41.0,211.0,121.0,522.0,152.0,579002.0,534869.0,618368.0,600173.0,537662.0,72842.0,99736.0,34486.0,4.83,94108.0,58999.0,75438.0,7977.0,0.06798928502961124,0.07688831107961679,1.3691912743846355,1.2786101694915255
92008,1338.0,97.0,20.0,38.0,1338.0,21.0,3.0,32.0,28.0,118.0,20.0,98.0,7567.0,228.0,546.0,95.0,819.0,232.0,870891.0,1035695.0,943769.0,1121721.0,921917.0,92170.0,128045.0,56919.0,2.95,105120.0,75010.0,93005.0,13757.0,0.08368201797697074,-0.05534765564833315,1.3892113571513818,1.2398848168935224
92010,271.0,11.0,0.0,13.0,271.0,3.0,1.0,5.0,9.0,11.0,0.0,11.0,6431.0,143.0,548.0,66.0,1138.0,286.0,721791.0,754567.0,799700.0,819000.0,777561.0,129958.0,166657.0,60908.0,3.32,118671.0,104012.0,115703.0,11476.0,0.10793829801383224,-0.0717241840522042,1.2823813664309514,1.1123897974291674
92086,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,6.0,6.0,79.0,11.0,2.0,253571.0,405734.0,417308.0,640138.0,277273.0,67127.0,84256.0,35144.0,4.71,92640.0,53297.0,65689.0,274.0,0.6457219251336899,-0.08548223057336786,1.255154332022405,1.2324852714923638
92082,62.0,1.0,1.0,2.0,62.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,374.0,8.0,10.0,113.0,61.0,12.0,677696.0,765571.0,746988.0,862209.0,646802.0,91290.0,123381.0,37464.0,6.51,97624.0,74631.0,90287.0,968.0,0.1022462841063189,0.0477641569380476,1.3515132926575457,1.2097625683352986
92060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92536,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,7.0,5.0,37.0,40.0,6.0,544355.0,590432.0,667683.0,726389.0,381548.0,106965.0,135151.0,49700.0,3.53,96689.0,85486.0,97390.0,406.0,0.22655762038078023,0.4267001092913361,1.2634949423181199,1.1392375448898664
92059,41.0,2.0,1.0,1.0,41.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,450.0,41.0,10.0,169.0,74.0,15.0,710577.0,928605.0,856436.0,1126424.0,356977.0,116988.0,160425.0,49419.0,2.69,128006.0,97993.0,113352.0,1226.0,0.2052681056829792,0.9905372319862848,1.3712827701749737,1.156723881053942
92054,1138.0,120.0,19.0,37.0,1138.0,24.0,4.0,21.0,32.0,142.0,19.0,124.0,9418.0,100.0,1210.0,196.0,1164.0,340.0,700291.0,776653.0,763199.0,852780.0,606465.0,61564.0,89731.0,39209.0,5.06,79130.0,51848.0,68336.0,19101.0,0.08983109902726291,0.15470941487239187,1.4575002030374402,1.3179810603868927
92028,749.0,49.0,2.0,16.0,749.0,18.0,7.0,12.0,14.0,54.0,2.0,52.0,6515.0,139.0,450.0,80.0,1318.0,342.0,530831.0,559211.0,605597.0,686653.0,466017.0,57148.0,78097.0,23363.0,2.26,72569.0,48954.0,61338.0,16304.0,0.14084682159327244,0.13908046470308014,1.3665505958109503,1.2529465835971811
92058,667.0,67.0,8.0,19.0,667.0,14.0,3.0,20.0,19.0,77.0,8.0,69.0,8061.0,69.0,1053.0,178.0,1406.0,426.0,615462.0,698586.0,671803.0,827838.0,530188.0,56098.0,78817.0,29426.0,4.81,69347.0,48287.0,61792.0,19339.0,0.09154246477854883,0.16083698454702003,1.4049626553057988,1.2796554009277668
